,Strain,Site,Project,Species,Host.family..plant..or.order.or.class..lichen.,Plant.or.Lichen.host,Site.Host,RICHNESS,ln_richness,Location,Habitat,Latitude,Longitude,Mean_annual_temperature,Mean_precipitation_driest_quarter,Mean_precipitation_wettest_quarter,Mean_annual_precipitation
2397,LG1154,Willcox,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Willcox_Plant-angiosperm,8,2.079441542,Arizona,Sonoran Desert,32.26,-109.84,16.1,6,68,28
2398,LG1155,Willcox,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Willcox_Plant-angiosperm,8,2.079441542,Arizona,Sonoran Desert,32.26,-109.84,16.1,6,68,28
2399,LG1156,Willcox,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Willcox_Plant-angiosperm,8,2.079441542,Arizona,Sonoran Desert,32.26,-109.84,16.1,6,68,28
2400,LG1157,Willcox,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Willcox_Plant-angiosperm,8,2.079441542,Arizona,Sonoran Desert,32.26,-109.84,16.1,6,68,28
2401,LG1158,Willcox,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Willcox_Plant-angiosperm,8,2.079441542,Arizona,Sonoran Desert,32.26,-109.84,16.1,6,68,28
2402,LG1159,Willcox,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Willcox_Plant-angiosperm,8,2.079441542,Arizona,Sonoran Desert,32.26,-109.84,16.1,6,68,28
2403,LG1160,Willcox,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Willcox_Plant-angiosperm,8,2.079441542,Arizona,Sonoran Desert,32.26,-109.84,16.1,6,68,28
2404,LG1161,Picacho Peak,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Picacho Peak_Plant-angiosperm,10,2.302585093,Arizona,Sonoran Desert,32.63,-111.42,21.1,4,45,22
2405,LG1162,Catalina,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Catalina_Plant-angiosperm,6,1.791759469,Arizona,Sonoran Desert,32.49,-110.91,17.6,8,73,37
2406,LG1163,Lake Havasu,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Lake Havasu_Plant-angiosperm,7,1.945910149,Arizona,Sonoran-Mojave Desert transition,34.49,-114.31,22.9,1,20,12
2407,LG1164,Lake Havasu,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Lake Havasu_Plant-angiosperm,7,1.945910149,Arizona,Sonoran-Mojave Desert transition,34.49,-114.31,22.9,1,20,12
2408,LG1165,Lake Havasu,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Lake Havasu_Plant-angiosperm,7,1.945910149,Arizona,Sonoran-Mojave Desert transition,34.49,-114.31,22.9,1,20,12
2409,LG1166,Lake Havasu,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Lake Havasu_Plant-angiosperm,7,1.945910149,Arizona,Sonoran-Mojave Desert transition,34.49,-114.31,22.9,1,20,12
2410,LG1167,Fort Bowie,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Fort Bowie_Plant-angiosperm,5,1.609437912,Arizona,Sonoran Desert,32.33,-109.49,17,7,56,25
2411,LG1168,Fort Bowie,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Fort Bowie_Plant-angiosperm,5,1.609437912,Arizona,Sonoran Desert,32.33,-109.49,17,7,56,25
2412,LG1169,Fort Bowie,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Fort Bowie_Plant-angiosperm,5,1.609437912,Arizona,Sonoran Desert,32.33,-109.49,17,7,56,25
2413,LG1170,Fort Bowie,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Fort Bowie_Plant-angiosperm,5,1.609437912,Arizona,Sonoran Desert,32.33,-109.49,17,7,56,25
2414,LG1171,Fort Bowie,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Fort Bowie_Plant-angiosperm,5,1.609437912,Arizona,Sonoran Desert,32.33,-109.49,17,7,56,25
2415,LG1172,Fort Bowie,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Fort Bowie_Plant-angiosperm,5,1.609437912,Arizona,Sonoran Desert,32.33,-109.49,17,7,56,25
2416,LG1173,Fort Bowie,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Fort Bowie_Plant-angiosperm,5,1.609437912,Arizona,Sonoran Desert,32.33,-109.49,17,7,56,25
2417,LG1174,Fort Bowie,Arizona,Ephedra trifurca,Ephedraceae,Plant-gnetophyte,Fort Bowie_Plant-gnetophyte,5,1.609437912,Arizona,Sonoran Desert,32.33,-109.49,17,7,56,25
2418,LG1175,Dragoon,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Dragoon_Plant-angiosperm,9,2.197224577,Arizona,Sonoran Desert,32.03,-110.04,16.1,6,85,33
2419,LG1176,Dragoon,Arizona,Ephedra trifurca,Ephedraceae,Plant-gnetophyte,Dragoon_Plant-gnetophyte,9,2.197224577,Arizona,Sonoran Desert,32.03,-110.04,16.1,6,85,33
2420,LG1178,Dragoon,Arizona,Ephedra trifurca,Ephedraceae,Plant-gnetophyte,Dragoon_Plant-gnetophyte,9,2.197224577,Arizona,Sonoran Desert,32.03,-110.04,16.1,6,85,33
2421,LG1179,Sahuarita,Arizona,Ephedra trifurca,Ephedraceae,Plant-gnetophyte,Sahuarita_Plant-gnetophyte,3,1.098612289,Arizona,Sonoran Desert,32,-110.98,19.6,5,72,29
2422,LG1180,Casa Grande,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Casa Grande_Plant-angiosperm,8,2.079441542,Arizona,Sonoran Desert,32.89,-111.74,21.4,2,38,19
2423,LG1182,Casa Grande,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Casa Grande_Plant-angiosperm,8,2.079441542,Arizona,Sonoran Desert,32.89,-111.74,21.4,2,38,19
2424,LG1185,Sahuarita,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Sahuarita_Plant-angiosperm,3,1.098612289,Arizona,Sonoran Desert,32,-110.98,19.6,5,72,29
2425,LG1186,Dragoon,Arizona,Ephedra trifurca,Ephedraceae,Plant-gnetophyte,Dragoon_Plant-gnetophyte,9,2.197224577,Arizona,Sonoran Desert,32.03,-110.04,16.1,6,85,33
2426,LG1187,Dragoon,Arizona,Ephedra trifurca,Ephedraceae,Plant-gnetophyte,Dragoon_Plant-gnetophyte,9,2.197224577,Arizona,Sonoran Desert,32.03,-110.04,16.1,6,85,33
2427,LG1188,Dragoon,Arizona,Ephedra trifurca,Ephedraceae,Plant-gnetophyte,Dragoon_Plant-gnetophyte,9,2.197224577,Arizona,Sonoran Desert,32.03,-110.04,16.1,6,85,33
2428,LG1189,Casa Grande,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Casa Grande_Plant-angiosperm,8,2.079441542,Arizona,Sonoran Desert,32.89,-111.74,21.4,2,38,19
2429,LG1190,Casa Grande,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Casa Grande_Plant-angiosperm,8,2.079441542,Arizona,Sonoran Desert,32.89,-111.74,21.4,2,38,19
2430,LG1191,Gila Bend,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Gila Bend_Plant-angiosperm,4,1.386294361,Arizona,Sonoran Desert,32.95,-112.73,22.9,1,28,14
2431,LG1194,Dragoon,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Dragoon_Plant-angiosperm,9,2.197224577,Arizona,Sonoran Desert,32.03,-110.04,16.1,6,85,33
2432,LG1195,Dragoon,Arizona,Ephedra trifurca,Ephedraceae,Plant-gnetophyte,Dragoon_Plant-gnetophyte,9,2.197224577,Arizona,Sonoran Desert,32.03,-110.04,16.1,6,85,33
2433,LG1196,Dragoon,Arizona,Ephedra trifurca,Ephedraceae,Plant-gnetophyte,Dragoon_Plant-gnetophyte,9,2.197224577,Arizona,Sonoran Desert,32.03,-110.04,16.1,6,85,33
2434,LG1197,Willcox,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Willcox_Plant-angiosperm,8,2.079441542,Arizona,Sonoran Desert,32.26,-109.84,16.1,6,68,28
2435,LG1199,Willcox,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Willcox_Plant-angiosperm,8,2.079441542,Arizona,Sonoran Desert,32.26,-109.84,16.1,6,68,28
2436,LG1202,Dragoon,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Dragoon_Plant-angiosperm,9,2.197224577,Arizona,Sonoran Desert,32.03,-110.04,16.1,6,85,33
2437,LG1203,Dragoon,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Dragoon_Plant-angiosperm,9,2.197224577,Arizona,Sonoran Desert,32.03,-110.04,16.1,6,85,33
2438,LG1204,Sahuarita,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Sahuarita_Plant-angiosperm,3,1.098612289,Arizona,Sonoran Desert,32,-110.98,19.6,5,72,29
2439,LG1205,Fort Bowie,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Fort Bowie_Plant-angiosperm,5,1.609437912,Arizona,Sonoran Desert,32.33,-109.49,17,7,56,25
2440,LG1206,Dragoon,Arizona,Ephedra trifurca,Ephedraceae,Plant-gnetophyte,Dragoon_Plant-gnetophyte,9,2.197224577,Arizona,Sonoran Desert,32.03,-110.04,16.1,6,85,33
2441,LG1207,Sahuarita,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Sahuarita_Plant-angiosperm,3,1.098612289,Arizona,Sonoran Desert,32,-110.98,19.6,5,72,29
2442,LG1208,Ajo,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Ajo_Plant-angiosperm,6,1.791759469,Arizona,Sonoran Desert,32.38,-112.87,21.9,2,37,18
2443,LG1209,Lake Havasu,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Lake Havasu_Plant-angiosperm,7,1.945910149,Arizona,Sonoran-Mojave Desert transition,34.49,-114.31,22.9,1,20,12
2444,LG1210,Casa Grande,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Casa Grande_Plant-angiosperm,8,2.079441542,Arizona,Sonoran Desert,32.89,-111.74,21.4,2,38,19
2445,LG1211,Fort Bowie,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Fort Bowie_Plant-angiosperm,5,1.609437912,Arizona,Sonoran Desert,32.33,-109.49,17,7,56,25
2446,LG1212,Willcox,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Willcox_Plant-angiosperm,8,2.079441542,Arizona,Sonoran Desert,32.26,-109.84,16.1,6,68,28
2447,LG1213,Sahuarita,Arizona,Ephedra trifurca,Ephedraceae,Plant-gnetophyte,Sahuarita_Plant-gnetophyte,3,1.098612289,Arizona,Sonoran Desert,32,-110.98,19.6,5,72,29
2448,LG1214,Sahuarita,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Sahuarita_Plant-angiosperm,3,1.098612289,Arizona,Sonoran Desert,32,-110.98,19.6,5,72,29
2449,LG1215,Dragoon,Arizona,Ephedra trifurca,Ephedraceae,Plant-gnetophyte,Dragoon_Plant-gnetophyte,9,2.197224577,Arizona,Sonoran Desert,32.03,-110.04,16.1,6,85,33
2450,LG1216,Gila Bend,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Gila Bend_Plant-angiosperm,4,1.386294361,Arizona,Sonoran Desert,32.95,-112.73,22.9,1,28,14
2451,LG1217,Fort Bowie,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Fort Bowie_Plant-angiosperm,5,1.609437912,Arizona,Sonoran Desert,32.33,-109.49,17,7,56,25
2452,LG1218,Dragoon,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Dragoon_Plant-angiosperm,9,2.197224577,Arizona,Sonoran Desert,32.03,-110.04,16.1,6,85,33
2453,LG1219,Gila Bend,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Gila Bend_Plant-angiosperm,4,1.386294361,Arizona,Sonoran Desert,32.95,-112.73,22.9,1,28,14
2454,LG1220,Ajo,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Ajo_Plant-angiosperm,6,1.791759469,Arizona,Sonoran Desert,32.38,-112.87,21.9,2,37,18
2455,LG1221,Dragoon,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Dragoon_Plant-angiosperm,9,2.197224577,Arizona,Sonoran Desert,32.03,-110.04,16.1,6,85,33
2456,LG1222,Willcox,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Willcox_Plant-angiosperm,8,2.079441542,Arizona,Sonoran Desert,32.26,-109.84,16.1,6,68,28
2457,LG1223,Gila Bend,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Gila Bend_Plant-angiosperm,4,1.386294361,Arizona,Sonoran Desert,32.95,-112.73,22.9,1,28,14
2458,LG1224,Willcox,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Willcox_Plant-angiosperm,8,2.079441542,Arizona,Sonoran Desert,32.26,-109.84,16.1,6,68,28
2459,LG1225,Catalina,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Catalina_Plant-angiosperm,6,1.791759469,Arizona,Sonoran Desert,32.49,-110.91,17.6,8,73,37
2460,LG1227,Lake Havasu,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Lake Havasu_Plant-angiosperm,7,1.945910149,Arizona,Sonoran-Mojave Desert transition,34.49,-114.31,22.9,1,20,12
2461,LG1228,Fort Bowie,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Fort Bowie_Plant-angiosperm,5,1.609437912,Arizona,Sonoran Desert,32.33,-109.49,17,7,56,25
2462,LG1229,Fort Bowie,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Fort Bowie_Plant-angiosperm,5,1.609437912,Arizona,Sonoran Desert,32.33,-109.49,17,7,56,25
2463,LG1230,Fort Bowie,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Fort Bowie_Plant-angiosperm,5,1.609437912,Arizona,Sonoran Desert,32.33,-109.49,17,7,56,25
2464,LG1231,Fort Bowie,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Fort Bowie_Plant-angiosperm,5,1.609437912,Arizona,Sonoran Desert,32.33,-109.49,17,7,56,25
2465,LG1232,Dragoon,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Dragoon_Plant-angiosperm,9,2.197224577,Arizona,Sonoran Desert,32.03,-110.04,16.1,6,85,33
2466,LG1233,Willcox,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Willcox_Plant-angiosperm,8,2.079441542,Arizona,Sonoran Desert,32.26,-109.84,16.1,6,68,28
2467,LG1234,Willcox,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Willcox_Plant-angiosperm,8,2.079441542,Arizona,Sonoran Desert,32.26,-109.84,16.1,6,68,28
2468,LG1235,Willcox,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Willcox_Plant-angiosperm,8,2.079441542,Arizona,Sonoran Desert,32.26,-109.84,16.1,6,68,28
2469,LG1236,Willcox,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Willcox_Plant-angiosperm,8,2.079441542,Arizona,Sonoran Desert,32.26,-109.84,16.1,6,68,28
2470,LG1237,Dragoon,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Dragoon_Plant-angiosperm,9,2.197224577,Arizona,Sonoran Desert,32.03,-110.04,16.1,6,85,33
2471,LG1238,Sahuarita,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Sahuarita_Plant-angiosperm,3,1.098612289,Arizona,Sonoran Desert,32,-110.98,19.6,5,72,29
2472,LG1243,Sahuarita,Arizona,Ephedra trifurca,Ephedraceae,Plant-gnetophyte,Sahuarita_Plant-gnetophyte,3,1.098612289,Arizona,Sonoran Desert,32,-110.98,19.6,5,72,29
2473,LG1244,Casa Grande,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Casa Grande_Plant-angiosperm,8,2.079441542,Arizona,Sonoran Desert,32.89,-111.74,21.4,2,38,19
2474,LG1245,Gila Bend,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Gila Bend_Plant-angiosperm,4,1.386294361,Arizona,Sonoran Desert,32.95,-112.73,22.9,1,28,14
2475,LG1246,Gila Bend,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Gila Bend_Plant-angiosperm,4,1.386294361,Arizona,Sonoran Desert,32.95,-112.73,22.9,1,28,14
2476,LG1247,Ajo,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Ajo_Plant-angiosperm,6,1.791759469,Arizona,Sonoran Desert,32.38,-112.87,21.9,2,37,18
2477,LG1248,Gila Bend,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Gila Bend_Plant-angiosperm,4,1.386294361,Arizona,Sonoran Desert,32.95,-112.73,22.9,1,28,14
2478,LG1249,Vail,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Vail_Plant-angiosperm,9,2.197224577,Arizona,Sonoran Desert,32,-110.7,18.4,5,94,36
2479,LG1250,Picacho Peak,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Picacho Peak_Plant-angiosperm,10,2.302585093,Arizona,Sonoran Desert,32.63,-111.42,21.1,4,45,22
2480,LG1251,Picacho Peak,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Picacho Peak_Plant-angiosperm,10,2.302585093,Arizona,Sonoran Desert,32.63,-111.42,21.1,4,45,22
2481,LG1252,Catalina,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Catalina_Plant-angiosperm,6,1.791759469,Arizona,Sonoran Desert,32.49,-110.91,17.6,8,73,37
2482,LG1253,Lake Havasu,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Lake Havasu_Plant-angiosperm,7,1.945910149,Arizona,Sonoran-Mojave Desert transition,34.49,-114.31,22.9,1,20,12
2483,LG1254,Fort Bowie,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Fort Bowie_Plant-angiosperm,5,1.609437912,Arizona,Sonoran Desert,32.33,-109.49,17,7,56,25
2484,LG1255,Fort Bowie,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Fort Bowie_Plant-angiosperm,5,1.609437912,Arizona,Sonoran Desert,32.33,-109.49,17,7,56,25
2485,LG1256,Willcox,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Willcox_Plant-angiosperm,8,2.079441542,Arizona,Sonoran Desert,32.26,-109.84,16.1,6,68,28
2486,LG1257,Willcox,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Willcox_Plant-angiosperm,8,2.079441542,Arizona,Sonoran Desert,32.26,-109.84,16.1,6,68,28
2487,LG1258,Willcox,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Willcox_Plant-angiosperm,8,2.079441542,Arizona,Sonoran Desert,32.26,-109.84,16.1,6,68,28
2488,LG1259,Willcox,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Willcox_Plant-angiosperm,8,2.079441542,Arizona,Sonoran Desert,32.26,-109.84,16.1,6,68,28
2489,LG1260,Dragoon,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Dragoon_Plant-angiosperm,9,2.197224577,Arizona,Sonoran Desert,32.03,-110.04,16.1,6,85,33
2490,LG1261,Sahuarita,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Sahuarita_Plant-angiosperm,3,1.098612289,Arizona,Sonoran Desert,32,-110.98,19.6,5,72,29
2491,LG1262,Sahuarita,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Sahuarita_Plant-angiosperm,3,1.098612289,Arizona,Sonoran Desert,32,-110.98,19.6,5,72,29
2492,LG1263,Sahuarita,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Sahuarita_Plant-angiosperm,3,1.098612289,Arizona,Sonoran Desert,32,-110.98,19.6,5,72,29
2493,LG1264,Sahuarita,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Sahuarita_Plant-angiosperm,3,1.098612289,Arizona,Sonoran Desert,32,-110.98,19.6,5,72,29
2494,LG1271,Casa Grande,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Casa Grande_Plant-angiosperm,8,2.079441542,Arizona,Sonoran Desert,32.89,-111.74,21.4,2,38,19
2495,LG1272,Ajo,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Ajo_Plant-angiosperm,6,1.791759469,Arizona,Sonoran Desert,32.38,-112.87,21.9,2,37,18
2496,LG1273,Vail,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Vail_Plant-angiosperm,9,2.197224577,Arizona,Sonoran Desert,32,-110.7,18.4,5,94,36
2497,LG1274,Picacho Peak,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Picacho Peak_Plant-angiosperm,10,2.302585093,Arizona,Sonoran Desert,32.63,-111.42,21.1,4,45,22
2498,LG1275,Lake Havasu,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Lake Havasu_Plant-angiosperm,7,1.945910149,Arizona,Sonoran-Mojave Desert transition,34.49,-114.31,22.9,1,20,12
2499,LG1276,Lake Havasu,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Lake Havasu_Plant-angiosperm,7,1.945910149,Arizona,Sonoran-Mojave Desert transition,34.49,-114.31,22.9,1,20,12
2500,LG1277,Lake Havasu,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Lake Havasu_Plant-angiosperm,7,1.945910149,Arizona,Sonoran-Mojave Desert transition,34.49,-114.31,22.9,1,20,12
2501,LG1278,Lake Havasu,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Lake Havasu_Plant-angiosperm,7,1.945910149,Arizona,Sonoran-Mojave Desert transition,34.49,-114.31,22.9,1,20,12
2502,LG1279,Fort Bowie,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Fort Bowie_Plant-angiosperm,5,1.609437912,Arizona,Sonoran Desert,32.33,-109.49,17,7,56,25
2503,LG1280,Fort Bowie,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Fort Bowie_Plant-angiosperm,5,1.609437912,Arizona,Sonoran Desert,32.33,-109.49,17,7,56,25
2504,LG1281,Dragoon,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Dragoon_Plant-angiosperm,9,2.197224577,Arizona,Sonoran Desert,32.03,-110.04,16.1,6,85,33
2505,LG1282,Dragoon,Arizona,Ephedra trifurca,Ephedraceae,Plant-gnetophyte,Dragoon_Plant-gnetophyte,9,2.197224577,Arizona,Sonoran Desert,32.03,-110.04,16.1,6,85,33
2506,LG1283,Willcox,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Willcox_Plant-angiosperm,8,2.079441542,Arizona,Sonoran Desert,32.26,-109.84,16.1,6,68,28
2507,LG1284,Sahuarita,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Sahuarita_Plant-angiosperm,3,1.098612289,Arizona,Sonoran Desert,32,-110.98,19.6,5,72,29
2508,LG1285,Willcox,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Willcox_Plant-angiosperm,8,2.079441542,Arizona,Sonoran Desert,32.26,-109.84,16.1,6,68,28
2509,LG1286,Sahuarita,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Sahuarita_Plant-angiosperm,3,1.098612289,Arizona,Sonoran Desert,32,-110.98,19.6,5,72,29
2510,LG1296,Sahuarita,Arizona,Ephedra trifurca,Ephedraceae,Plant-gnetophyte,Sahuarita_Plant-gnetophyte,3,1.098612289,Arizona,Sonoran Desert,32,-110.98,19.6,5,72,29
2511,LG1297,Catalina,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Catalina_Plant-angiosperm,6,1.791759469,Arizona,Sonoran Desert,32.49,-110.91,17.6,8,73,37
2512,LG1298,Lake Havasu,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Lake Havasu_Plant-angiosperm,7,1.945910149,Arizona,Sonoran-Mojave Desert transition,34.49,-114.31,22.9,1,20,12
2513,LG1299,Lake Havasu,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Lake Havasu_Plant-angiosperm,7,1.945910149,Arizona,Sonoran-Mojave Desert transition,34.49,-114.31,22.9,1,20,12
2514,LG1300,Lake Havasu,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Lake Havasu_Plant-angiosperm,7,1.945910149,Arizona,Sonoran-Mojave Desert transition,34.49,-114.31,22.9,1,20,12
2515,LG1301,Fort Bowie,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Fort Bowie_Plant-angiosperm,5,1.609437912,Arizona,Sonoran Desert,32.33,-109.49,17,7,56,25
2516,LG1302,Fort Bowie,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Fort Bowie_Plant-angiosperm,5,1.609437912,Arizona,Sonoran Desert,32.33,-109.49,17,7,56,25
2517,LG1303,Fort Bowie,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Fort Bowie_Plant-angiosperm,5,1.609437912,Arizona,Sonoran Desert,32.33,-109.49,17,7,56,25
2518,LG1304,Dragoon,Arizona,Ephedra trifurca,Ephedraceae,Plant-gnetophyte,Dragoon_Plant-gnetophyte,9,2.197224577,Arizona,Sonoran Desert,32.03,-110.04,16.1,6,85,33
2519,LG1305,Willcox,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Willcox_Plant-angiosperm,8,2.079441542,Arizona,Sonoran Desert,32.26,-109.84,16.1,6,68,28
2520,LG1306,Dragoon,Arizona,Ephedra trifurca,Ephedraceae,Plant-gnetophyte,Dragoon_Plant-gnetophyte,9,2.197224577,Arizona,Sonoran Desert,32.03,-110.04,16.1,6,85,33
2521,LG1307,Sahuarita,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Sahuarita_Plant-angiosperm,3,1.098612289,Arizona,Sonoran Desert,32,-110.98,19.6,5,72,29
2522,LG1316,Ajo,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Ajo_Plant-angiosperm,6,1.791759469,Arizona,Sonoran Desert,32.38,-112.87,21.9,2,37,18
2523,LG1317,Ajo,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Ajo_Plant-angiosperm,6,1.791759469,Arizona,Sonoran Desert,32.38,-112.87,21.9,2,37,18
2524,LG1318,Casa Grande,Arizona,Ephedra aspera,Ephedraceae,Plant-gnetophyte,Casa Grande_Plant-gnetophyte,8,2.079441542,Arizona,Sonoran Desert,32.89,-111.74,21.4,2,38,19
2525,LG1320,Ajo,Arizona,Parkinsonia microphylla,Fabaceae,Plant-angiosperm,Ajo_Plant-angiosperm,6,1.791759469,Arizona,Sonoran Desert,32.38,-112.87,21.9,2,37,18
2526,LG1321,Picacho Peak,Arizona,Larrea tridentata,Zygophyllaceae,Plant-angiosperm,Picacho Peak_Plant-angiosperm,10,2.302585093,Arizona,Sonoran Desert,32.63,-111.42,21.1,4,45,22
